0	0	34	0	2
1	0	33	3	3
2	0	68	5	6
3	0	50	7	7
4	68	1	2	3
5	71	17	0	1
6	71	10	2	2
7	71	20	3	3
8	108	9	0	0
9	108	8	1	1
10	34	31	0	2
11	33	32	3	3
12	68	58	5	5
13	50	30	7	7
14	80	46	7	7
15	88	19	0	1
16	81	27	2	2
17	91	17	3	3
18	117	9	0	0
19	116	10	1	1
20	0	33	4	4
21	71	20	4	4
22	33	32	4	4
23	91	17	4	4
24	68	58	6	6


